Код,id,торги,результаты,адрес,старт_цена,ИНН,фз,об_закупки,реестр_недобр_постав,общ_треб
13877,Закупка №31806320083,,0|,"634021, Томская обл, г Томск, пр-кт Фрунзе, дом 170А","155 384,76 Российский рубль",7017203428 \ 701701001,223,"Открытый запрос предложений в электронной форме на право заключения договора на поставку лицензий для программного обеспечения Veeam Backup %26amp; Replication Enterprise, Veeam Agent (г. Екатеринбург) 100-2018",Установлено,
13878,Закупка №31806320123,|,1|2000000 Российский рубль|,"454048, Челябинская обл, г Челябинск, ул Ильменская, дом 2","2 008 034,32 Российский рубль",7453128989 \ 745101001,223,"Проведение открытого запросапредложений № 151446 по отбору организации для выполнения работ (оказанияуслуг) по номенклатурной группе: работы по строительству, реконструкции икапитальному ремонту",Не установлено,
13879,Закупка №31806320140,,0|,"634021, Томская обл, г Томск, пр-кт Фрунзе, дом 170А","358 389,60 Российский рубль",7017203428 \ 701701001,223,"Проведение открытого запросапредложений № 151446 по отбору организации для выполнения работ (оказанияуслуг) по номенклатурной группе: работы по строительству, реконструкции икапитальному ремонту",Установлено,
13880,Закупка №31806320186,,0|,"111024, г Москва, ул Авиамоторная, дом 53","9 830 002,00 Российский рубль",7722698108 \ 772201001,223,Открытый запрос предложений в электронной форме на право заключить договор на поставку заготовок импортного оптического стекла,Установлено,
13881,Закупка №31806320385,Победитель|Не указывается в данном протоколе|,2|276966 Российский рубль|264576.58 Российский рубль|,"414000, Астраханская обл, г Астрахань, ул Ахшарумова, дом 76","276 966,22 Российский рубль",3017004224 \ 302501001,223,,Установлено,
13882,Закупка №31806320468,Победитель|,1|444915 Российский рубль|,"195009, Г САНКТ-ПЕТЕРБУРГ, УЛ МИХАЙЛОВА, дом 11","459 265,50 Российский рубль",7812013775 \ 780401001,223,,Не установлено,
13883,Закупка №31806320610,Победитель|Второе место|Третье место|,3|790563.3 Российский рубль|793010 Российский рубль|,"628408, АО ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА, Г СУРГУТ, УЛ УНИВЕРСИТЕТСКАЯ, дом ДОМ 4","1 009 099,90 Российский рубль",8602060185 \ 860201001,223,,Установлено,
13884,Закупка №31806320638,Победитель|,1|2105935 Российский рубль|,"195009, Г САНКТ-ПЕТЕРБУРГ, УЛ МИХАЙЛОВА, дом 11","2 105 935,00 Российский рубль",7812013775 \ 780401001,223,,Установлено,
13885,Закупка №31806320656,|,1|661106.55 Российский рубль|,"143421, ОБЛ МОСКОВСКАЯ, АВТОДОРОГА БАЛТИЯ, ТЕР 26 КМ БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, корпус СТРОЕНИЕ 3, офис (квартира) ОФИС 506","661 209,11 Российский рубль",6315376946 \ 502401001,223,,Установлено,
13886,Закупка №31806320660,Победитель|Второе место|Третье место|,3|2276608.58 Российский рубль|2279356.28 Российский рубль|,"426039, РЕСП УДМУРТСКАЯ, Г ИЖЕВСК, УЛ БУММАШЕВСКАЯ, дом 11","2 292 657,18 Российский рубль",1833037470 \ 184001001,223,,Установлено,
13887,Закупка №31806320668,Победитель|Второе место|,2|634410 Российский рубль|634733.07 Российский рубль|,"143421, ОБЛ МОСКОВСКАЯ, АВТОДОРОГА БАЛТИЯ, ТЕР 26 КМ БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, корпус СТРОЕНИЕ 3, офис (квартира) ОФИС 506","634 733,07 Российский рубль",6315376946 \ 502401001,223,"Открытый запрос предложений в электронной форме на право заключения договора на поставку лицензий для программного обеспечения Veeam Backup %26amp; Replication Enterprise, Veeam Agent (г. Екатеринбург) 100-2018",Установлено,
13888,Закупка №31806320851,Не указывается в данном протоколе|,1|661337 Российский рубль|,"195009, Г САНКТ-ПЕТЕРБУРГ, УЛ МИХАЙЛОВА, дом 11","661 337,00 Российский рубль",7812013775 \ 780401001,223,Лот № 365.18.00203 Открытый запрос предложений в электронной форме на право заключения Договора на поставку офисной мебели,Установлено,
13889,Закупка №31806320912,Победитель|,1|3837584.2 Российский рубль|,"430032, РЕСП МОРДОВИЯ, Г САРАНСК, ПР-КТ 50 ЛЕТ ОКТЯБРЯ, дом 29","3 837 584,20 Российский рубль",1326185831 \ 132601001,223,Открытый запрос предложений на выполнение работ Техперевооружение ввода от ТМ-2 до ЦТП 2 кв. 47-48 для нужд АО СаранскТеплоТранс (996236),Установлено,
13890,Закупка №31806320948,Победитель||,2|1739989 Российский рубль|2053199 Российский рубль|,"440028, Пензенская обл, г Пенза, ул Строителей, дом 5","2 078 931,55 Российский рубль",5835108130 \ 583501001,223,Открытый запрос предложений на оказание услуг по ЭПБ тепломагистралей (Пенза) для нужд АО Т плюс Теплосеть Пенза (996259),Установлено,
13891,Закупка №31806321045,Второе место|Победитель|,2|9696656.2 Российский рубль|10104930 Российский рубль|,"141401, Московская обл, г Химки, ул Бурденко, дом 1","10 207 006,53 Российский рубль",5047008220 \ 504701001,223,Открытый запрос предложений в электронной форме на право заключения договора на выполнение работ по ремонту асфальтового покрытия дорог НИК,Установлено,
13892,Закупка №31806321335,,0|,"119021, г Москва, пр-кт Комсомольский, дом 18, корпус 3","13 715 779,67 Российский рубль",7703702341 \ 770401001,223,"Повторный открытый запрос предложений на право заключения договора на выполнение строительно-монтажных работ по устройству внутренних инженерных систем корпуса № 1 (электроснабжение, сети связи, слаботочные системы) «Жилая застройка на 340 квартир по адресу: г. Нижний Новгород, ул. Федосеенко» (шифр объекта 52/ЖД-П)",Не установлено,
13893,Закупка №31806321728,Победитель|,1|400000 Российский рубль|,"164509, Архангельская обл, г Северодвинск, проезд Машиностроителей, дом 12","400 000,00 Российский рубль",2902057961 \ 290201001,223,Открытый запрос предложений в электронной форме на право заключения договора на оказание услуг по информационно-техническому сопровождению программы для ЭВМ – автоматизированная система подготовки и сопровождения ремонтных ведомостей АСПиС РВ,Установлено,
13894,Закупка №31806321876,,0|,"603086, Нижегородская обл, г Нижний Новгород, ул Совнаркомовская, дом 34","60 000,00 Российский рубль",5257149788 \ 525701001,223,Запрос предложений на право заключения договора на оказание услуг по проведению ежегодного обязательного аудита бухгалтерской (финансовой) отчетности АО НТЦ ПС за 2018г,Не установлено,
13895,Закупка №31806322303,Победитель|,1|161700000 Российский рубль|,"301840, Тульская обл, г Ефремов, ул Московская застава, дом 1, офис (квартира) 20","181 500 000,00 Российский рубль",3664073072 \ 711301001,223,Открытый запрос предложений в электронной форме на поставку зерна кукурузы для производства спирта этилового ректификованного из пищевого сырья № 127-ЗП от 02 апреля 2018 года среди субъектов малого и среднего предпринимательства,Установлено,
13896,Закупка №31806322509,Победитель|Второе место|Третье место|,3|1749250 Российский рубль|1885835.35 Российский рубль|,"115035, г Москва, ул Садовническая, дом 79","1 924 474,67 Российский рубль",7703213534 \ 770501001,223,Открытый запрос предложений в электронной форме на право заключить договор на поставку заготовок импортного оптического стекла,Установлено,
13897,Закупка №31806322852,Второе место|Победитель|Третье место|Ниже третьего|,4|770000 Российский рубль|898928.77 Российский рубль|,"660021, Красноярский край, г Красноярск, ул Бограда, дом 144А","1 047 788,14 Российский рубль",2460069527 \ 246001001,223,ОТКРЫТЫЙ ЗАПРОС ПРЕДЛОЖЕНИЙ № 18-38-БЭ на право заключения Договора подряда на выполнение проектных и изыскательских работ по созданию диспетчерской и технологической сети цифровой радиосвязи для нужд филиала ПАО МРСК Сибири - Бурятэнерго,Установлено,
13898,Закупка №31806322992,Победитель|Второе место|Третье место|Ниже третьего|,4|1917000 Российский рубль|2653702 Российский рубль|,"660021, Красноярский край, г Красноярск, ул Бограда, дом 144А","3 009 000,00 Российский рубль",2460069527 \ 246001001,223,ОТКРЫТЫЙ ЗАПРОС ПРЕДЛОЖЕНИЙ № 18-16-ЧЭ на право заключения Договора подряда на проведение работ по обследованию зданий и сооружений филиала ПАО МРСК Сибири-Читаэнерго,Установлено,
13899,Закупка №31806323070,Победитель|Второе место|,2|9600000 Российский рубль|9663321 Российский рубль|,"660021, Красноярский край, г Красноярск, ул Бограда, дом 144А","9 663 321,30 Российский рубль",2460069527 \ 246001001,223,Открытый запрос предложений № 18-4025 на право заключения договора поставки автомобиля УРАЛ-4320-1982-60 МКМ-200 для нужд филиала ПАО МРСК Сибири - Читаэнерго,Установлено,
13900,Закупка №31806323109,Победитель|Второе место|Третье место|Ниже третьего|,4|287399.42 Российский рубль|423461.39 Российский рубль|,"119435, Г МОСКВА, УЛ ПИРОГОВСКАЯ Б., дом 27, корпус СТР.1","671 063,41 Российский рубль",7704784450 \ 770401001,223,Открытый запрос предложений в электронной форме на право заключения договора на выполнение работ: Обследование и составление Теплового паспорта обмуровки и тепловой изоляции ПГУ-800 для Пермской ГРЭС,Установлено,
13901,Закупка №31806323120,Победитель|Второе место|,2|2328277.51 Российский рубль|2351795.46 Российский рубль|,"660021, Красноярский край, г Красноярск, ул Бограда, дом 144А","2 351 795,46 Российский рубль",2460069527 \ 246001001,223,ОТКРЫТЫЙ ЗАПРОС ПРЕДЛОЖЕНИЙ № 18-14-ЧЭ на право заключения Договора подряда на выполнение работ по восстановлению асфальтового покрытия после ремонта кабельных линий ПО ГЭС филиала ПАО МРСК Сибири - Читаэнерго,Установлено,
13902,Закупка №31806323271,Не указывается в данном протоколе|,1|104041.29 Российский рубль|,"300001, Тульская обл, г Тула, ул Демидовская плотина, дом 10","105 378,38 Российский рубль",7105505971 \ 710501001,223,"Запрос предложений с предварительным на право заключения договора проектные и электромонтажные работы по адресу: г. Тула, Пролетарский район, ул. Бежковская, д. 6. Участок с кадастровым № 71:30:030603:244, в соответствии с Техническим заданием",Установлено,
13903,Закупка №31806323288,Не указывается в данном протоколе|,1|102352.31 Российский рубль|,"300001, Тульская обл, г Тула, ул Демидовская плотина, дом 10","102 824,25 Российский рубль",7105505971 \ 710501001,223,"Запрос предложений с предварительным на право заключения договора проектные и электромонтажные работы по адресу: г. Тула, с. Маслово, участки с кадастровым № 71:14:040401:4370 и № 71:14:040401:4671, в соответствии с Техническим заданием",Установлено,
13904,Закупка №31806323289,,0|199000 Российский рубль|,"693004, Сахалинская обл, г Южно-Сахалинск, пр-кт Мира, дом 426","782 475,00 Российский рубль",6501146467 \ 650101001,223,Запрос предложений на поставку запасных частей для маломерных судов,Не установлено,
13905,Закупка №31806323362,Победитель|,1|82819.71 Российский рубль|,"152905, Ярославская обл, г Рыбинск, пр-кт Революции, дом 3","117 740,40 Российский рубль",7610017671 \ 761001001,223,Запрос предложений на поставку запасных частей для маломерных судов,Установлено,
13906,Закупка №31806323403,Победитель|,1|417013.2 Российский рубль|,"454048, Челябинская обл, г Челябинск, ул Ильменская, дом 2","417 130,00 Российский рубль",7453128989 \ 745101001,223,О проведении открытого запроса предложений в электронной форме № 151655 по отбору организации на поставку товаров по номенклатурной группе: оборудование для врезки и ремонта газопроводов под давлением,Не установлено,
13907,Закупка №31806323445,Ниже третьего|Победитель|Второе место|Ниже третьего|Третье место|,5|107007.31 Российский рубль|107520.84 Российский рубль|,"454048, Челябинская обл, г Челябинск, ул Ильменская, дом 2","177 151,80 Российский рубль",7453128989 \ 745101001,223,О проведении открытого запроса предложений в электронной форме № 151655 по отбору организации на поставку товаров по номенклатурной группе: оборудование для врезки и ремонта газопроводов под давлением,Не установлено,
13908,Закупка №31806323473,Второе место|Победитель|,2|200820.68 Российский рубль|295477.73 Российский рубль|,"454048, Челябинская обл, г Челябинск, ул Ильменская, дом 2","303 995,81 Российский рубль",7453128989 \ 745101001,223,О проведении открытого запроса предложений в электронной форме № 151655 по отбору организации на поставку товаров по номенклатурной группе: оборудование для врезки и ремонта газопроводов под давлением,Не установлено,
13909,Закупка №31806323494,Победитель|Второе место|,2|1965908.11 Российский рубль|1699921.89 Российский рубль|,"628408, АО ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА, Г СУРГУТ, УЛ УНИВЕРСИТЕТСКАЯ, дом ДОМ 4","2 045 907,55 Российский рубль",8602060185 \ 860201001,223,"Открытый запрос предложений на право заключения договора на выполнение работ по устройству оттяжек для повышения устойчивости опор на ВЛ-110кВ Тавда-Сотник 2, Тавда-МДФ филиала АО «Тюменьэнерго» Урайские электрические сети",Установлено,
13910,Закупка №31806323506,Победитель|Второе место|,2|1918994.05 Российский рубль|1668639.02 Российский рубль|,"628408, АО ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА, Г СУРГУТ, УЛ УНИВЕРСИТЕТСКАЯ, дом ДОМ 4","2 018 994,33 Российский рубль",8602060185 \ 860201001,223,Открытый запрос предложений на право заключения договора на выполнение работ по установке дополнительной опоры для повышения габарита на ВЛ-110кВ Атымья-Картопья 2 филиала АО Тюменьэнерго Урайские электрические сети,Установлено,
13911,Закупка №31806323557,Победитель|,1|114731.4 Российский рубль|,"152905, Ярославская обл, г Рыбинск, пр-кт Революции, дом 3","114 766,80 Российский рубль",7610017671 \ 761001001,223,Открытый Запрос предложений в электронной форме № 151 705 ПО ОТБОРУ ОРГАНИЗАЦИИ НА ПОСТАВКУ ТОВАРОВ ПО НОМЕНКЛАТУРНОЙ ГРУППЕ: КОНТРОЛЬНО-ИЗМЕРИТЕЛЬНОЕ ОБОРУДОВАНИЕ,Не установлено,
13912,Закупка №31806323588,Победитель|,1|568948.8 Российский рубль|,"628422, Ханты-Мансийский Автономный округ - Югра АО, г Сургут, ул Инженерная, дом 11","580 620,00 Российский рубль",8602001285 \ 860201001,223,Открытый запрос предложений на право заключения договора на поставку полимерно-битумного герметика (мастики) горячего применения для восстановления и заполнения швов в дорожном покрытии,Не установлено,
13913,Закупка №31806323650,Победитель|,1|628315.8 Российский рубль|,"152905, Ярославская обл, г Рыбинск, пр-кт Революции, дом 3","628 728,78 Российский рубль",7610017671 \ 761001001,223,Открытый Запрос предложений в электронной форме № 151 705 ПО ОТБОРУ ОРГАНИЗАЦИИ НА ПОСТАВКУ ТОВАРОВ ПО НОМЕНКЛАТУРНОЙ ГРУППЕ: КОНТРОЛЬНО-ИЗМЕРИТЕЛЬНОЕ ОБОРУДОВАНИЕ,Не установлено,
13914,Закупка №31806323691,Победитель|Не указывается в данном протоколе|,2|203000 Российский рубль|229700 Российский рубль|,"454087, ОБЛАСТЬ ЧЕЛЯБИНСКАЯ, ГОРОД ЧЕЛЯБИНСК, УЛИЦА РЫЛЕЕВА, дом 8","321 960,00 Российский рубль",7451046106 \ 745101001,223,Открытый запрос предложений в электронной форме №652 По отбору организации на право заключения договора на оказание услуг по заправке и восстановлению картриджей,Установлено,
13915,Закупка №31806323727,Второе место|Победитель|,2|847083.53 Российский рубль|845314.24 Российский рубль|,"305040, ОБЛ КУРСКАЯ, Г КУРСК, УЛ АЭРОДРОМНАЯ, дом 18","909 000,42 Российский рубль",4629015425 \ 463201001,223,ОТКРЫТЫЙ ЗАПРОС ПРЕДЛОЖЕНИЙ В ЭЛЕКТРОННОЙ ФОРМЕ № 151638 ПО ОТБОРУ ОРГАНИЗАЦИИ НА ПОСТАВКУ ТОВАРОВ ПО НОМЕНКЛАТУРНОЙ ГРУППЕ:ШИНЫ ДИСКИ КОЛЕСНЫЕ,Не установлено,
13916,Закупка №31806323753,Победитель|Второе место|,2|311259.12 Российский рубль|317005.35 Российский рубль|,"305040, ОБЛ КУРСКАЯ, Г КУРСК, УЛ АЭРОДРОМНАЯ, дом 18","326 267,24 Российский рубль",4629015425 \ 463201001,223,ОТКРЫТЫЙ ЗАПРОС ПРЕДЛОЖЕНИЙ В ЭЛЕКТРОННОЙ ФОРМЕ № 151637 ПО ОТБОРУ ОРГАНИЗАЦИИ НА ПОСТАВКУ ТОВАРОВ ПО НОМЕНКЛАТУРНОЙ ГРУППЕ:ИНСТРУМЕНТЫ,Не установлено,
13917,Закупка №31806323759,,0|,"121353, г Москва, ул Беловежская, дом 4","1 500 000,00 Российский рубль",7706627050 \ 773101001,223,Открытый запрос предложений на право заключения договора поставки клапана поршневого пневматического для системы суфлирования ГТУ,Установлено,
13918,Закупка №31806323794,Победитель|,1|2059926 Российский рубль|,"305040, ОБЛ КУРСКАЯ, Г КУРСК, УЛ АЭРОДРОМНАЯ, дом 18","2 060 280,00 Российский рубль",4629015425 \ 463201001,223,ОТКРЫТЫЙ ЗАПРОС ПРЕДЛОЖЕНИЙ В ЭЛЕКТРОННОЙ ФОРМЕ № 151701 ПО ОТБОРУ ОРГАНИЗАЦИИ НА ПОСТАВКУ ТОВАРОВ ПО НОМЕНКЛАТУРНОЙ ГРУППЕ:КОНТРОЛЬНО-ИЗМЕРИТЕЛЬНОЕ ОБОРУДОВАНИЕ,Не установлено,
13919,Закупка №31806323809,Победитель|,1|5623478 Российский рубль|,"628422, Ханты-Мансийский Автономный округ - Югра АО, г Сургут, ул Инженерная, дом 11","5 780 708,66 Российский рубль",8602001285 \ 860201001,223,Открытый запрос предложений на право заключения договора поставки клапана поршневого пневматического для системы суфлирования ГТУ,Не установлено,
13920,Закупка №31806323816,Победитель|Второе место|Третье место|Ниже третьего|,4|625831.29 Российский рубль|619478.76 Российский рубль|,"119435, Г МОСКВА, УЛ ПИРОГОВСКАЯ Б., дом 27, корпус СТР.1","613 961,88 Российский рубль",7704784450 \ 770401001,223,Открытый запрос предложений на право заключения договора на поставку лакокрасочных материалов для разметки дорог,Установлено,
13921,Закупка №31806323920,Победитель|,1|511148 Российский рубль|,"692001, Приморский край, пгт Лучегорск","515 000,00 Российский рубль",2526006224 \ 252601001,223,Открытый запрос предложений на право заключения договора на выполнение работ по предпроектному решению по переоборудованию железнодорожного отвала Южный для приемки автотранспортной вскрыши с участка № 2 разреза Лучегорский-1 для нужд АО ЛУР,Установлено,
13922,Закупка №31806324068,Победитель|Второе место|,2|1083784.44 Российский рубль|1288999.92 Российский рубль|,"119435, Г МОСКВА, УЛ ПИРОГОВСКАЯ Б., дом 27, корпус СТР.1","1 292 000,00 Российский рубль",7704784450 \ 770401001,223,Открытый запрос предложений на выполнение работ Средний ремонт стрелочных переводов 3 шт. для нужд филиала Каширская ГРЭС АО Интер РАО – Электрогенерация,Установлено,
13923,Закупка №31806324217,Победитель|Второе место|Третье место|,3|1119951.05 Российский рубль|988905 Российский рубль|,"119435, Г МОСКВА, УЛ ПИРОГОВСКАЯ Б., дом 27, корпус СТР.1","1 413 000,00 Российский рубль",7704784450 \ 770401001,223,Открытый запрос предложений на выполнение работ Покрытие огнезащитной пастой кабельные трассы бл.1-7 ХВО и МН-3 для нужд филиала Каширская ГРЭС АО Интер РАО – Электрогенерация,Установлено,
13924,Закупка №31806324353,Второе место|Победитель|,2|220500 Российский рубль|200000 Российский рубль|,"628422, Ханты-Мансийский Автономный округ - Югра АО, г Сургут, ул Инженерная, дом 11","311 556,00 Российский рубль",8602001285 \ 860201001,223,Открытый запрос предложений на право заключения договора на оказание услуг по приему хранению и отгрузке груза (концентрат минеральный Галит),Не установлено,
13925,Закупка №31806324458,Победитель||,2|3686400 Российский рубль|3998208 Российский рубль|,"694006, Сахалинская обл, с Чапаево, ул Корсаковская, дом 21","4 403 200,00 Российский рубль",6504014927 \ 650401001,223,Открытый запрос предложений в бумажнойформе по выбору организации на право оказанияохранных услуг производственных объектов,Не установлено,
13926,Закупка №31806324480,Победитель|Не указывается в данном протоколе|,2|99360 Российский рубль|126101.69 Российский рубль|,"454087, ОБЛАСТЬ ЧЕЛЯБИНСКАЯ, ГОРОД ЧЕЛЯБИНСК, УЛИЦА РЫЛЕЕВА, дом 8","155 700,00 Российский рубль",7451046106 \ 745101001,223,Открытый запрос предложений в электронной форме №653 по отбору организации на право заключения договора на оказание услуг по инженерному сопровождению копировально-множительного оборудования,Установлено,
13927,Закупка №31806324500,,0|,"143421, ОБЛ МОСКОВСКАЯ, АВТОДОРОГА БАЛТИЯ, ТЕР 26 КМ БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, корпус СТРОЕНИЕ 3, офис (квартира) ОФИС 506","3 504 281,01 Российский рубль",6315376946 \ 502401001,223,открытый запрос предложений на услугу по нанесению ППУ – изоляции для нужд филиала Мордовский ПАО Т Плюс (997141),Установлено,
13928,Закупка №31806324534,|,1|1518655.62 Российский рубль|,"143421, ОБЛ МОСКОВСКАЯ, АВТОДОРОГА БАЛТИЯ, ТЕР 26 КМ БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, корпус СТРОЕНИЕ 3, офис (квартира) ОФИС 506","1 218 824,74 Российский рубль",6315376946 \ 502401001,223,Открытый запрос предложений на выполнение работ по текущему ремонту строительных конструкций плотины на р. Инсар для нужд филиала Мордовский ПАО Т Плюс на 2018 год (997146),Установлено,
13929,Закупка №31806324547,Победитель|,1|219893 Российский рубль|,"398059, Липецкая обл, г Липецк, ул М.И. Неделина, дом 25","219 893,00 Российский рубль",4824003938 \ 482401001,223,ОТКРЫТЫЙ ЗАПРОС ПРЕДЛОЖЕНИЙ В ЭЛЕКТРОННОЙ ФОРМЕ № 151670 ПО ОТБОРУ ОРГАНИЗАЦИИ НА ПОСТАВКУ ТОВАРОВ ПО НОМЕНКЛАТУРНОЙ ГРУППЕ: ДЕТАЛИ СОЕДИНИТЕЛЬНЫЕ,Не установлено,
13930,Закупка №31806324579,Победитель|,1|457824.6 Российский рубль|,"143421, ОБЛ МОСКОВСКАЯ, АВТОДОРОГА БАЛТИЯ, ТЕР 26 КМ БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, корпус СТРОЕНИЕ 3, офис (квартира) ОФИС 506","587 690,00 Российский рубль",6315376946 \ 502401001,223,Открытый запрос предложений на выполнение работ по разработке ПСД на установку конфузора на ДТ-2 Н-150м котельной Арбеково для нужд филиала Мордовский ПАО Т Плюс (997153),Установлено,
13931,Закупка №31806324599,Победитель|,1|4852689.3 Российский рубль|,"430032, РЕСП МОРДОВИЯ, Г САРАНСК, ПР-КТ 50 ЛЕТ ОКТЯБРЯ, дом 29","4 852 689,30 Российский рубль",1326185831 \ 132601001,223,Открытый запрос предложений на выполнение работ по техперевооружению ввода от ТМ-1 до ЦТП Баня 1 для нужд АО СаранскТеплоТранс (997166),Установлено,
13932,Закупка №31806324731,||||||,6|4206000 Российский рубль|4188800.43 Российский рубль|,"662972, Красноярский край, г Железногорск, ул Штефана, дом 1","4 212 152,00 Российский рубль",2452026745 \ 245201001,223,Извещение № 65/2018 О проведении открытого запроса предложений на право заключения договора на поставку емкости горизонтальной стеклопластиковой подземного исполнения и стяжных ремней,Установлено,
13933,Закупка №31806324753,Второе место|Не указывается в данном протоколе|Победитель|,3|710000.01 Российский рубль|733096.24 Российский рубль|,"430010, РЕСП МОРДОВИЯ, Г САРАНСК, УЛ МОСКОВСКАЯ, дом 115","733 171,34 Российский рубль",1300020747 \ 132801001,223,Открытый запрос предложений в электронной форме № 151647 по отбору организации на поставку товаров по номенклатурной группе: Арматура трубопроводная,Не установлено,
13934,Закупка №31806324754,Победитель|,1|2642482.25 Российский рубль|,"143421, ОБЛ МОСКОВСКАЯ, АВТОДОРОГА БАЛТИЯ, ТЕР 26 КМ БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, корпус СТРОЕНИЕ 3, офис (квартира) ОФИС 506","2 642 482,25 Российский рубль",6315376946 \ 502401001,223,"Открытый запрос предложений на выполнение работ по техпер. систем контр КПП-1, 2 ТЭЦ-1 (АСКУД) для нужд филиала «Мордовский» ПАО «Т Плюс» Пензенской ТЭЦ-1 на 2018 год. (997187)",Установлено,
13935,Закупка №31806324832,Победитель|Не указывается в данном протоколе|,2|104901.51 Российский рубль|103637.4 Российский рубль|,"430010, РЕСП МОРДОВИЯ, Г САРАНСК, УЛ МОСКОВСКАЯ, дом 115","104 902,00 Российский рубль",1300020747 \ 132801001,223,Извещение № 65/2018 О проведении открытого запроса предложений на право заключения договора на поставку емкости горизонтальной стеклопластиковой подземного исполнения и стяжных ремней,Не установлено,
13936,Закупка №31806324844,Победитель|||,3|8378545 Российский рубль|8480000 Российский рубль|,"196247, Г САНКТ-ПЕТЕРБУРГ, ПЛ КОНСТИТУЦИИ, дом ДОМ 3, корпус ЛИТЕР А, офис (квартира) ПОМЕЩЕНИЕ 16Н","8 482 274,94 Российский рубль",7802312751 \ 781001001,223,Открытый запрос предложений в электронной форме на право заключить договор на поставку заготовок импортного оптического стекла,Установлено,
13937,Закупка №31806325026,Победитель|,1|3000000 Российский рубль|,"634021, Томская обл, г Томск, пр-кт Фрунзе, дом 170А","3 255 266,00 Российский рубль",7017203428 \ 701701001,223,Открытый запрос предложений № 151714 по отбору организации для выполнения работ (оказания услуг) по номенклатурной группе: Проектно-изыскательские работы для нужд ООО Газпром газораспределение Томск,Установлено,
13938,Закупка №31806325038,,0|,"634021, Томская обл, г Томск, пр-кт Фрунзе, дом 170А","1 658 482,58 Российский рубль",7017203428 \ 701701001,223,Открытый запрос предложений № 151715 по отбору организации для выполнения работ (оказания услуг) по номенклатурной группе: Услуги по технической эксплуатации для нужд ООО Газпром газораспределение Томск,Установлено,
13939,Закупка №31806325046,,Версия 1                         (действующая)|,"123112, г Москва, наб Пресненская, дом 12",,7709266211 \ 770301001,223,Открытый запрос ценовых предложений (котировок) на право заключения договора поставки расходных материалов для изготовления персонифицированных пропусков,Установлено,
13940,Закупка №31806325058,Победитель|,1|245377.46 Российский рубль|,"634021, Томская обл, г Томск, пр-кт Фрунзе, дом 170А","245 440,18 Российский рубль",7017203428 \ 701701001,223,Открытый запрос предложений в электронной форме № 151695 по отбору организации на поставку товаров по номенклатурной группе: Электронно-вычислительное оборудование и оргтехника для нужд ООО Газпром газораспределение Томск,Установлено,
13941,Закупка №31806325069,Победитель|,1|758677.67 Российский рубль|,"634021, Томская обл, г Томск, пр-кт Фрунзе, дом 170А","799 825,00 Российский рубль",7017203428 \ 701701001,223,Открытый запрос предложений в электронной форме № 151695 по отбору организации на поставку товаров по номенклатурной группе: Электронно-вычислительное оборудование и оргтехника для нужд ООО Газпром газораспределение Томск,Установлено,
13942,Закупка №31806325077,Победитель|Не указывается в данном протоколе|Не указывается в данном протоколе|Не указывается в данном протоколе|,4|6957090 Российский рубль|5678000.04 Российский рубль|,"634021, Томская обл, г Томск, пр-кт Фрунзе, дом 170А","6 967 999,99 Российский рубль",7017203428 \ 701701001,223,Открытый запрос предложений в электронной форме № 151695 по отбору организации на поставку товаров по номенклатурной группе: Электронно-вычислительное оборудование и оргтехника для нужд ООО Газпром газораспределение Томск,Установлено,
13943,Закупка №31806325096,,0|,"634021, Томская обл, г Томск, пр-кт Фрунзе, дом 170А","644 000,00 Российский рубль",7017203428 \ 701701001,223,Открытый запрос предложений в электронной форме № 151695 по отбору организации на поставку товаров по номенклатурной группе: Электронно-вычислительное оборудование и оргтехника для нужд ООО Газпром газораспределение Томск,Установлено,
13944,Закупка №31806325118,Победитель|Второе место|,2|2106624 Российский рубль|2135190.01 Российский рубль|,"634021, Томская обл, г Томск, пр-кт Фрунзе, дом 170А","2 217 499,99 Российский рубль",7017203428 \ 701701001,223,Открытый запрос предложений в электронной форме № 151633 по отбору организации на поставку товаров по номенклатурной группе: Транспортные средства и строительно-дорожная техника для нужд ООО Газпром газораспределение Томск,Установлено,
13945,Закупка №31806325346,Победитель||,2|4000461.9 Российский рубль|4000963.4 Российский рубль|,"603950, ОБЛ НИЖЕГОРОДСКАЯ, Г НИЖНИЙ НОВГОРОД, УЛ РОЖДЕСТВЕНСКАЯ, дом 33","4 001 266,63 Российский рубль",5260200603 \ 526001001,223,Открытый запрос предложений на выполнение СМР по повышению наблюдаемости энергообъектов филиала Ивэнерго ПАО МРСК Центра и Приволжья в рамках выполнения программы развития АСТУ филиала Ивэнерго на 2018 год (997553),Установлено,
